imdb_id,popularity,budget,revenue,original_title,cast,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,release_month,imdb_rating,imdb_votes
tt2322441,4.71040199999999,40000000.0,569651467.0,Fifty Shades of Grey,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Eloise Mumford', 'Victor Rasuk']","['based on novel', 'billionaire', 'bdsm', 'woman director', 'erotic movie']",125.0,"['Drama', 'Romance']","['Focus Features', 'Trigger Street Productions', 'Michael De Luca Productions']",2/11/15,1865,5.3,2015,36799983.808007106,524079119.045187,2,4.1,298063
tt1596363,4.648046,28000000.0,133346506.0,The Big Short,"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Melissa Leo']","['bank', 'fraud', 'biography', 'wall street', 'finances']",130.0,"['Comedy', 'Drama']","['Paramount Pictures', 'Plan B Entertainment', 'Regency Enterprises']",12/11/15,1545,7.3,2015,25759988.665604897,122678731.54135801,12,7.8,365891
tt2381249,4.566713,150000000.0,682330139.0,Mission: Impossible - Rogue Nation,"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Rebecca Ferguson', 'Ving Rhames']","['spy', 'sequel', 'mission']",131.0,['Action'],"['Paramount Pictures', 'Skydance Productions', 'China Movie Channel', 'Bad Robot', 'TC Productions']",7/23/15,2349,7.1,2015,137999939.280026,627743451.672881,7,7.4,342606
tt2637276,4.5645489999999995,68000000.0,215863606.0,Ted 2,"['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried', 'Jessica Barth', 'Giovanni Ribisi']","['sperm bank', 'sequel', 'buddy', 'courthouse', 'teddy bear']",115.0,['Comedy'],"['Universal Pictures', 'Media Rights Capital', 'Fuzzy Door Productions']",6/25/15,1666,6.3,2015,62559972.4736121,198594430.13845,6,6.3,185314
tt2802144,4.503789,81000000.0,403802136.0,Kingsman: The Secret Service,"['Taron Egerton', 'Colin Firth', 'Samuel L. Jackson', 'Michael Caine', 'Mark Strong']","['spy', 'great britain', 'secret organization', 'secret agent', 'marvel comic']",130.0,"['Crime', 'Comedy', 'Action', 'Adventure']","['Twentieth Century Fox Film Corporation', 'Marv Films', 'TSG Entertainment', 'Cloudy Productions']",1/24/15,3833,7.6,2015,74519967.21121441,371497801.660967,1,7.7,591346
tt1895587,4.062293,20000000.0,88346473.0,Spotlight,"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'John Slattery']","['child abuse', 'journalism', 'judge', 'florida', 'boston']",128.0,"['Drama', 'Thriller', 'History']","['Participant Media', 'Open Road Films', 'Anonymous Content', 'Rocklin / Faust', 'Entertainment One Features']",11/6/15,1559,7.8,2015,18399991.9040035,81278719.39736341,11,8.1,421550
tt4046784,3.968891,61000000.0,311256926.0,Maze Runner: The Scorch Trials,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster', 'Giancarlo Esposito', 'Aidan Gillen']","['based on novel', 'resistance', 'maze', 'post-apocalyptic', 'dystopia']",132.0,"['Action', 'Science Fiction', 'Thriller']","['Gotham Group', 'Temple Hill Entertainment', 'TSG Entertainment']",9/9/15,1849,6.4,2015,56119975.30721079,286356245.923251,9,6.3,222612
tt3168230,3.927333,14625701.09414688,29355203.0,Mr. Holmes,"['Ian McKellen', 'Milo Parker', 'Laura Linney', 'Hattie Morahan', 'Patrick Kennedy']","['london', 'detective', 'sherlock holmes']",103.0,"['Mystery', 'Drama']","['BBC Films', 'See-Saw Films', 'FilmNation Entertainment', 'Archer Gray', 'AI-Film']",6/19/15,425,6.4,2015,17551039.822886847,27006774.877019,6,6.8,61692
tt1823672,3.899557,49000000.0,102069268.0,Chappie,"['Sharlto Copley', 'Dev Patel', 'Ninja', 'Yolandi Visser', 'Jose Pablo Cantillo']","['artificial intelligence', 'android', 'robot', 'near future', 'robot cop']",120.0,"['Crime', 'Action', 'Science Fiction']","['Columbia Pictures', 'Media Rights Capital', 'Sony Pictures Entertainment (SPE)', 'Alpha Core', 'Genre Films']",3/4/15,1990,6.6,2015,45079980.164808705,93903685.2423785,3,6.8,230055
tt2848292,3.877764,29000000.0,287506194.0,Pitch Perfect 2,"['Anna Kendrick', 'Rebel Wilson', 'Hailee Steinfeld', 'Brittany Snow', 'Skylar Astin']","['music', 'sequel', 'singer', 'male female relationship', 'audition']",115.0,"['Comedy', 'Music']","['Universal Pictures', 'Gold Circle Films', 'Brownstone Productions']",5/7/15,1264,6.8,2015,26679988.260805104,264505582.09754303,5,6.4,142666
tt3682448,3.6482099999999997,40000000.0,162610473.0,Bridge of Spies,"['Tom Hanks', 'Mark Rylance', 'Amy Ryan', 'Alan Alda', 'Sebastian Koch']","['spy', 'cia', 'cold war', 'pilot', 'lawyer']",141.0,"['Thriller', 'Drama']","['DreamWorks SKG', 'Amblin Entertainment', 'Studio Babelsberg', 'Fox 2000 Pictures', 'Marc Platt Productions']",10/15/15,1638,7.1,2015,36799983.808007106,149601569.335309,10,7.6,288231
tt1051904,3.6445410000000003,58000000.0,150170815.0,Goosebumps,"['Jack Black', 'Dylan Minnette', 'Odeya Rush', 'Amy Ryan', 'Jillian Bell']","['based on novel', 'magic', 'fantasy', 'family', '3d']",103.0,"['Adventure', 'Horror', 'Comedy']","['Columbia Pictures', 'Original Film', 'Scholastic Entertainment']",8/5/15,600,6.2,2015,53359976.5216103,138157089.01088,8,6.3,81068
tt3170832,3.557846,6000000.0,35401758.0,Room,"['Brie Larson', 'Jacob Tremblay', 'Joan Allen', 'Sean Bridgers', 'William H. Macy']","['based on novel', 'carpet', 'isolation', 'imprisonment', 'grandparents']",117.0,"['Drama', 'Thriller']","['Element Pictures', 'No Trace Camping', 'A24', 'Duperele Films']",10/16/15,1520,8.0,2015,5519997.57120106,32569603.029374603,10,8.1,372813
tt1291570,3.358321,14625701.09414688,22354572.0,Solace,"['Abbie Cornish', 'Jeffrey Dean Morgan', 'Colin Farrell', 'Anthony Hopkins', 'Marley Shelton']","['thriller', 'serial killer', 'psychic', 'fbi agent', 'intrigue']",101.0,"['Crime', 'Drama', 'Mystery']","['Eden Rock Media', 'FilmNation Entertainment', 'Flynn Picture Company']",9/3/15,474,6.2,2015,17551039.822886847,20566197.1908732,9,6.4,56465
tt1979388,3.3391349999999997,175000000.0,331926147.0,The Good Dinosaur,"['Raymond Ochoa', 'Jack Bright', 'Jeffrey Wright', 'Frances McDormand', 'Maleah Nipay-Padilla']","['tyrannosaurus rex', 'friends', 'animation', 'alternate history', 'dinosaur']",93.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['Walt Disney Pictures', 'Pixar Animation Studios', 'Buena Vista']",11/14/15,1087,6.6,2015,160999929.16003102,305371920.876354,11,6.7,102402
tt2199571,3.23737,50000000.0,71561644.0,Run All Night,"['Liam Neeson', 'Ed Harris', 'Joel Kinnaman', 'Boyd Holbrook', 'Bruce McGill']","['hitman', 'revenge', 'murder', 'on the run', 'mobster']",114.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Vertigo Entertainment', 'Energy Entertainment', 'RatPac-Dune Entertainment']",3/11/15,814,6.3,2015,45999979.7600089,65836683.5118592,3,6.6,102343
tt2381111,3.227329,11000000.0,62076141.0,Brooklyn,"['Saoirse Ronan', 'Domhnall Gleeson', 'Emory Cohen', 'Emily Bett Rickards', ""Eileen O'Higgins""]","['love triangle', 'based on novel', 'homesickness', 'vororte', 'ship']",111.0,"['Drama', 'Romance']","['Wildgaze Films', 'Irish Film Board', 'Item 7', 'Parallel Film Productions']",11/4/15,754,7.3,2015,10119995.5472019,57110024.5915891,11,7.5,131547
tt1398426,3.2027189999999996,28000000.0,201634991.0,Straight Outta Compton,"[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell', 'Neil Brown Jr.', 'Aldis Hodge']","['brother brother relationship', 'aids', 'police brutality', 'hip-hop', 'wife husband relationship']",147.0,"['Drama', 'Music']","['New Line Cinema', 'Universal Pictures', 'Legendary Pictures', 'Cube Vision', 'Broken Chair Flickz']",8/13/15,918,7.7,2015,25759988.665604897,185504110.098191,8,7.8,179548
tt1618442,3.080505,90000000.0,140396650.0,The Last Witch Hunter,"['Vin Diesel', 'Rose Leslie', 'Michael Caine', 'Elijah Wood', 'Ã“lafur Darri Ã“lafsson']","['new york', 'witch', 'uprising', 'witch hunter']",106.0,"['Fantasy', 'Action', 'Adventure']","['Summit Entertainment', 'Atmosphere Entertainment MM', 'One Race Films', 'Goldmann Pictures', 'NeoReel']",10/21/15,879,5.6,2015,82799963.56801601,129164861.16746101,10,6.0,95345
tt2080374,3.0795220000000003,30000000.0,34441873.0,Steve Jobs,"['Michael Fassbender', 'Kate Winslet', 'Seth Rogen', 'Katherine Waterston', 'Jeff Daniels']","['biography', 'computer', 'based on true story', 'father daughter relationship', 'apple computer']",122.0,"['History', 'Drama']","['Universal Pictures', 'Scott Rudin Productions', 'Legendary Pictures', 'The Mark Gordon Company', 'Management 360']",10/9/15,1035,6.9,2015,27599987.856005296,31686509.2179359,10,7.2,154734
tt1638355,3.0534209999999997,75000000.0,108145109.0,The Man from U.N.C.L.E.,"['Henry Cavill', 'Armie Hammer', 'Alicia Vikander', 'Elizabeth Debicki', 'Luca Calvani']","['spy', 'cold war', 'remake', 'based on tv series', 'buddy cop']",116.0,"['Comedy', 'Action', 'Adventure']","['Davis Entertainment', 'Warner Bros.', 'Wigram Productions', 'RatPac-Dune Entertainment']",8/13/15,1548,7.0,2015,68999969.64001329,99493456.50287908,8,7.3,275565
tt1655441,3.025852,25000000.0,42629776.0,The Age of Adaline,"['Blake Lively', 'Michiel Huisman', 'Harrison Ford', 'Ellen Burstyn', 'Kathy Baker']","['san francisco', 'immortality', 'love', 'forever']",112.0,"['Fantasy', 'Drama', 'Romance']","['Lakeshore Entertainment', 'Sidney Kimmel Entertainment', 'Sierra/Affinity']",4/16/15,1221,7.3,2015,22999989.8800044,39219376.6634742,4,7.2,155404
tt3072482,3.023253,10000000.0,14333790.0,Hardcore Henry,"['Sharlto Copley', 'Haley Bennett', 'Danila Kozlovskiy', 'Tim Roth', 'Andrei Dementiev']","['female nudity', 'cyborg', 'nudity', 'murder', 'gore']",97.0,"['Action', 'Adventure', 'Science Fiction']","['Bazelevs Production', 'Versus Pictures']",9/12/15,396,5.9,2015,9199995.95200178,13187080.9976843,9,6.7,86908
tt2224026,2.976436,135000000.0,368871007.0,Home,"['Jim Parsons', 'Rihanna', 'Steve Martin', 'Jennifer Lopez', 'Matt Jones']","['friendship', 'spaceship', 'space', 'alien', 'alien invasion']",94.0,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']","['Twentieth Century Fox Film Corporation', 'DreamWorks Animation']",3/18/15,1060,6.9,2015,124199945.352024,339361177.121082,3,6.6,92118
tt3622592,2.968254,12000000.0,85512300.0,Paper Towns,"['Nat Wolff', 'Cara Delevingne', 'Halston Sage', 'Justice Smith', 'Austin Abrams']","['friendship', 'high school', 'teen', 'classmate', 'based on young adult book']",109.0,"['Drama', 'Mystery', 'Romance']",['Fox 2000 Pictures'],7/9/15,1252,6.2,2015,11039995.1424021,78671281.38463621,7,6.3,95433
tt2231253,2.93234,30000000.0,39823319.79339223,Wild Card,"['Jason Statham', 'Michael Angarano', 'Milo Ventimiglia', 'Dominik GarcÃ\xada-Lorido', 'Anne Heche']","['gambling', 'bodyguard', 'remake']",92.0,"['Thriller', 'Crime', 'Drama']","['Current Entertainment', 'Lionsgate', 'Sierra / Affinity', 'SJ Heat Productions', 'Silver State Production Services']",1/14/15,481,5.3,2015,27599987.856005296,51364363.25325093,1,5.6,51228
tt3464902,2.8851259999999996,4000000.0,9064511.0,The Lobster,"['Colin Farrell', 'Rachel Weisz', 'LÃ©a Seydoux', 'John C. Reilly', 'Ben Whishaw']",['dystopia'],118.0,"['Thriller', 'Comedy', 'Drama', 'Romance', 'Science Fiction']","['Haut et Court', 'Eurimages', 'Lemming Film', 'Element Pictures', 'Nederlands Fonds voor de Film']",10/8/15,638,6.6,2015,3679998.38080071,8339346.45068756,10,7.2,220428
tt2402927,2.883233,11800000.0,40272135.0,Carol,"['Cate Blanchett', 'Rooney Mara', 'Kyle Chandler', 'Sarah Paulson', 'Jake Lacy']","['gay', 'new york', 'female nudity', 'chicago', 'sex']",118.0,"['Romance', 'Drama']","['Killer Films', 'Film4', 'Number 9 Films']",11/20/15,562,7.1,2015,10855995.2233621,37050347.8978469,11,7.2,116383
tt2361509,2.8148020000000002,35000000.0,194564672.0,The Intern,"['Robert De Niro', 'Anne Hathaway', 'Rene Russo', 'Anders Holm', 'JoJo Kushner']","['intern', 'woman director']",121.0,['Comedy'],"['Waverly Films', 'Warner Bros.']",9/24/15,1255,7.1,2015,32199985.8320062,178999419.480255,9,7.1,221669
tt2719848,2.7980169999999998,55000000.0,203427584.0,Everest,"['Jason Clarke', 'Jake Gyllenhaal', 'Josh Brolin', 'John Hawkes', 'Sam Worthington']","['mountains', 'snow storm', 'hiking', 'snow', 'death']",121.0,"['Adventure', 'Drama']","['Universal Pictures', 'Working Title Films', 'Walden Media', 'Cross Creek Pictures', 'Free State Pictures']",9/10/15,1172,6.7,2015,50599977.7360098,187153294.93255,9,7.1,197635
tt2446980,2.793297,60000000.0,101134059.0,Joy,"['Jennifer Lawrence', 'Bradley Cooper', 'Robert De Niro', 'Dascha Polanco', 'Edgar RamÃ\xadrez']",['biography'],124.0,"['Comedy', 'Drama']","['Fox 2000 Pictures', 'Davis Entertainment', 'Annapurna Pictures', 'TSG Entertainment']",12/24/15,1001,6.4,2015,55199975.71201059,93043293.3409509,12,6.6,128485
tt2058673,2.6144990000000004,105000000.0,133718711.0,Point Break,"['Edgar RamÃ\xadrez', 'Luke Bracey', 'Teresa Palmer', 'Delroy Lindo', 'Ray Winstone']","['undercover', 'undercover agent', 'extreme sports', 'fbi agent', '3d']",114.0,"['Action', 'Crime', 'Thriller']","['Studio Babelsberg', 'Alcon Entertainment', 'DMG Entertainment', 'Ehman Productions']",12/3/15,505,5.5,2015,96599957.49601871,123021159.990689,12,5.3,58732
tt2503944,2.584264,20000000.0,36606743.0,Burnt,"['Bradley Cooper', 'Sienna Miller', 'Lily James', 'Alicia Vikander', 'Uma Thurman']","['london', 'cook', 'restaurant', 'diva', 'career']",100.0,['Drama'],"['Double Feature Films', 'PeaPie Films', '3 Arts Entertainment']",10/2/15,631,6.3,2015,18399991.9040035,33678188.7415969,10,6.6,107036
tt2140379,2.578919,26000000.0,30523226.0,Self/less,"['Ryan Reynolds', 'Ben Kingsley', 'Natalie Martinez', 'Matthew Goode', 'Michelle Dockery']","['lie', 'immortality', 'terminal illness', 'laboratory', 'cancer']",116.0,"['Science Fiction', 'Mystery', 'Thriller']","['Endgame Entertainment', 'Ram Bergman Productions']",7/10/15,719,6.2,2015,23919989.475204602,28081355.564203497,7,6.5,90575
tt3045616,2.575711,60000000.0,30418560.0,Mortdecai,"['Johnny Depp', 'Gwyneth Paltrow', 'Ewan McGregor', 'Paul Bettany', 'Olivia Munn']","['based on novel', 'painting', 'debt', 'art dealer', 'stolen painting']",106.0,"['Comedy', 'Adventure']","['Lionsgate', 'Mad Chance', 'OddLot Entertainment', 'Huayi Brothers Media']",1/21/15,696,5.3,2015,55199975.71201059,27985062.8865723,1,5.5,67699
tt0810819,2.557859,15000000.0,64191523.0,The Danish Girl,"['Eddie Redmayne', 'Alicia Vikander', 'Matthias Schoenaerts', 'Amber Heard', 'Ben Whishaw']","['paris', 'denmark', 'copenhagen', 'artist', 'art']",120.0,['Drama'],"['Pretty Pictures', 'Working Title Films', 'ArtÃ©mis Productions', 'Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique', 'Taxshelter. be']",11/27/15,867,7.3,2015,13799993.9280026,59056175.175282896,11,7.1,164092
tt2717822,2.5507470000000003,70000000.0,17752940.0,Blackhat,"['Chris Hemsworth', 'Leehom Wang', 'Tang Wei', 'Viola Davis', 'Holt McCallany']","['terrorist', 'technology', 'anti hero', 'hacker', 'computer virus']",133.0,"['Mystery', 'Crime', 'Action', 'Thriller', 'Drama']","['Universal Pictures', 'Forward Pass', 'Legendary Pictures']",1/13/15,584,5.0,2015,64399971.6640124,16332697.613613,1,5.4,52126
tt3397884,2.487849,30000000.0,84025816.0,Sicario,"['Emily Blunt', 'Benicio del Toro', 'Josh Brolin', 'Victor Garber', 'Jon Bernthal']","['mexico', 'cia', 'smoking', 'texas', 'fbi']",121.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Lionsgate', 'Thunder Road Pictures', 'Black Label Media']",9/17/15,1479,7.1,2015,27599987.856005296,77303716.7063646,9,7.6,372266
tt1502712,2.4870419999999998,120000001.0,167977596.0,Fantastic Four,"['Miles Teller', 'Kate Mara', 'Michael B. Jordan', 'Jamie Bell', 'Toby Kebbell']","['teleportation', 'transformation', 'telekinesis', 'portal', 'marvel comic']",100.0,"['Action', 'Adventure', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'Marv Films', 'Marvel Entertainment', 'Constantin Film.', 'Moving Picture Company (MPC)']",8/5/15,1565,4.4,2015,110399952.34402,154539320.322699,8,4.3,152753
